Project Name,Package Name,Type Name,Method Name,Code Smell
.,com.sismics.reader.agent.deployer,ReaderDeployer,getUrl,Magic Number
.,com.sismics.reader.agent.deployer,DeploymentStatus,DeploymentStatus,Long Parameter List
.,com.sismics.reader.agent,ReaderAgent,isElevationNeeded,Magic Number
.,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number
.,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number
.,com.sismics.reader.agent.ui,StatusPanel,notifyDeploymentStatus,Long Statement
.,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
.,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
.,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
.,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
.,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number
.,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number
.,com.sismics.reader.agent.ui,SettingPanel,saveSetting,Long Statement
.,com.sismics.reader.agent.ui,SettingPanel,initComponent,Long Statement
.,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number
.,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number
.,com.sismics.reader.agent.ui,SettingPanel,actionPerformed,Long Statement
.,com.sismics.reader.agent.ui,SettingPanel,getPort,Magic Number
.,com.sismics.reader.agent.model,Setting,read,Empty catch clause
.,com.sismics.reader.agent.model,Setting,save,Empty catch clause
.,com.sismics.parallaxscroll,ParallaxScrollView,init,Long Statement
.,com.sismics.parallaxscroll,ParallaxScrollView,onScrollChanged,Magic Number
.,com.sismics.reader.activity,CategoriesActivity,onCreate,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,finish,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,save,Complex Method
.,com.sismics.reader.activity,CategoriesActivity,save,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,save,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,run,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,run,Long Statement
.,com.sismics.reader.activity,CategoriesActivity,onOptionsItemSelected,Long Statement
.,com.sismics.reader.activity,ArticleActivity,onCreate,Complex Method
.,com.sismics.reader.activity,ArticleActivity,onCreate,Long Method
.,com.sismics.reader.activity,ArticleActivity,onCreate,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onCreate,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onCreate,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onCreate,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onPageSelected,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onPageSelected,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onPageScrolled,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onScroll,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onArticlesDrawerOpened,Magic Number
.,com.sismics.reader.activity,ArticleActivity,onOptionsItemSelected,Missing default
.,com.sismics.reader.activity,LicenseActivity,onCreate,Long Statement
.,com.sismics.reader.activity,MainActivity,onCreate,Long Statement
.,com.sismics.reader.activity,MainActivity,onOptionsItemSelected,Complex Method
.,com.sismics.reader.activity,MainActivity,onOptionsItemSelected,Long Statement
.,com.sismics.reader.activity,MainActivity,onOptionsItemSelected,Long Statement
.,com.sismics.reader.activity,MainActivity,onOptionsItemSelected,Missing default
.,com.sismics.reader.activity,MainActivity,selectItem,Complex Method
.,com.sismics.reader.activity,MainActivity,selectItem,Long Statement
.,com.sismics.reader.activity,MainActivity,selectItem,Long Statement
.,com.sismics.reader.activity,MainActivity,refreshSubscriptions,Long Statement
.,com.sismics.reader.activity,MainActivity,refreshSubscriptions,Long Statement
.,com.sismics.reader.activity,MainActivity,refreshSubscriptions,Long Statement
.,com.sismics.reader.activity,MainActivity,onFailure,Long Statement
.,com.sismics.reader.activity,MainActivity,handleIntent,Long Statement
.,com.sismics.reader.activity,MainActivity,handleIntent,Long Statement
.,com.sismics.reader.activity,LoginActivity,onCreate,Long Statement
.,com.sismics.reader.activity,LoginActivity,onCreate,Long Statement
.,com.sismics.reader.activity,LoginActivity,onCreate,Long Statement
.,com.sismics.reader.activity,LoginActivity,onClick,Long Statement
.,com.sismics.reader.activity,LoginActivity,onClick,Long Statement
.,com.sismics.reader.activity,LoginActivity,tryConnect,Long Statement
.,com.sismics.reader.util,PreferenceUtil,getServerUrl,Magic Number
.,com.sismics.reader.ui.widget,ArticleScrollView,onScrollChanged,Magic Number
.,com.sismics.reader.ui.widget,ArticleScrollView,onScrollChanged,Magic Number
.,com.sismics.reader.ui.widget,ArticlesSwipeRefreshLayout,canChildScrollUp,Long Statement
.,com.sismics.reader.ui.adapter,ArticlesAdapter,getView,Long Statement
.,com.sismics.reader.ui.adapter,ArticlesAdapter,getView,Long Statement
.,com.sismics.reader.ui.adapter,ArticlesAdapter,getView,Long Statement
.,com.sismics.reader.ui.adapter,ArticlesAdapter,getView,Magic Number
.,com.sismics.reader.ui.adapter,CategoryAdapter,getView,Long Statement
.,com.sismics.reader.ui.adapter,CategoryAdapter,getView,Missing default
.,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,Long Statement
.,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,Missing default
.,com.sismics.reader.ui.adapter,CategoryAdapter,onMenuItemClick,Long Statement
.,com.sismics.reader.ui.adapter,CategoryAdapter,onMenuItemClick,Missing default
.,com.sismics.reader.ui.adapter,CategoryAdapter,delete,Long Statement
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,restart,Complex Conditional
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Complex Conditional
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Complex Method
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Long Statement
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Long Statement
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Magic Number
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Magic Number
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,Magic Number
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,onSuccess,Magic Number
.,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,onSuccess,Magic Number
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,getView,Complex Method
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,getView,Long Statement
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,getView,Magic Number
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,getView,Magic Number
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,getViewTypeCount,Magic Number
.,com.sismics.reader.ui.adapter,SubscriptionAdapter,isEnabled,Long Statement
.,com.sismics.reader.fragment,SettingsFragment,onCreate,Long Statement
.,com.sismics.reader.fragment,SettingsFragment,onCreate,Long Statement
.,com.sismics.reader.fragment,SettingsFragment,onPreferenceClick,Long Statement
.,com.sismics.reader.fragment,ArticlesDefaultFragment,onSubscriptionError,Long Statement
.,com.sismics.reader.fragment,ArticlesFragment,onError,Long Statement
.,com.sismics.reader.fragment,ArticlesFragment,initFragment,Complex Method
.,com.sismics.reader.fragment,ArticlesFragment,initFragment,Long Method
.,com.sismics.reader.fragment,ArticlesFragment,initFragment,Long Parameter List
.,com.sismics.reader.fragment,ArticlesFragment,initFragment,Magic Number
.,com.sismics.reader.fragment,ArticlesFragment,initFragment,Missing default
.,com.sismics.reader.fragment,ArticlesFragment,onScroll,Magic Number
.,com.sismics.reader.fragment,ArticlesFragment,onActionItemClicked,Complex Method
.,com.sismics.reader.fragment,ArticlesFragment,onActionItemClicked,Missing default
.,com.sismics.reader.fragment,ArticlesFragment,onActivityResult,Magic Number
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Complex Conditional
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,onCreateView,Magic Number
.,com.sismics.reader.fragment,ArticleFragment,zoomImageFromThumb,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,zoomImageFromThumb,Long Statement
.,com.sismics.reader.fragment,ArticleFragment,zoomImageFromThumb,Magic Number
.,com.sismics.reader.fragment,ArticleFragment,zoomImageFromThumb,Magic Number
.,com.sismics.reader.fragment,ArticleFragment,onClick,Long Statement
.,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onCreateDialog,Long Statement
.,com.sismics.reader.fragment,AddSubscriptionDialogFragment,show,Long Statement
.,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onClick,Long Statement
.,com.sismics.reader.resource,CategoryResource,update,Long Parameter List
.,com.sismics.reader.resource,SubscriptionResource,feed,Long Parameter List
.,com.sismics.reader.resource,BaseResource,init,Long Statement
.,com.sismics.android.util,DialogUtil,showOkDialog,Long Statement
.,com.sismics.reader.rest.assembler,ArticleAssembler,asJson,Long Statement
.,com.sismics.reader.rest.dao,ThemeDao,findAll,Complex Method
.,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement
.,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement
.,com.sismics.reader.rest.resource,CategoryResource,add,Magic Number
.,com.sismics.reader.rest.resource,CategoryResource,read,Long Statement
.,com.sismics.reader.rest.resource,CategoryResource,update,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Conditional
.,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Method
.,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,add,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,add,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,update,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
.,com.sismics.reader.rest.resource,SubscriptionResource,read,Long Statement
.,com.sismics.reader.rest.resource,SubscriptionResource,importFile,Empty catch clause
.,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,getSize,Long Parameter List
.,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,writeTo,Long Parameter List
.,com.sismics.reader.rest.resource,AppResource,log,Long Parameter List
.,com.sismics.reader.rest.resource,AppResource,log,Long Statement
.,com.sismics.reader.rest.resource,ArticleResource,read,Long Statement
.,com.sismics.reader.rest.resource,ArticleResource,readMultiple,Long Statement
.,com.sismics.reader.rest.resource,ArticleResource,unread,Long Statement
.,com.sismics.reader.rest.resource,ArticleResource,unreadMultiple,Long Statement
.,com.sismics.reader.rest.resource,AllResource,get,Long Statement
.,com.sismics.reader.rest.resource,AllResource,get,Long Statement
.,com.sismics.reader.rest.resource,AllResource,read,Long Statement
.,com.sismics.reader.rest.resource,StarredResource,get,Long Statement
.,com.sismics.reader.rest.resource,StarredResource,get,Long Statement
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,register,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Complex Method
.,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List
.,com.sismics.reader.rest.resource,UserResource,update,Long Statement
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Complex Method
.,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,update,Magic Number
.,com.sismics.reader.rest.resource,UserResource,info,Complex Method
.,com.sismics.reader.rest.resource,UserResource,info,Long Statement
